NEODEN,YY1,P&P FILE,,,,,,,,,,,
,,,,,,,,,,,,,
PanelizedPCB,UnitLength,0,UnitWidth,0,Rows,1,Columns,1,
,,,,,,,,,,,,,
Fiducial,1-X,110.18,1-Y,201.60,OverallOffsetX,0,OverallOffsetY,0,
,,,,,,,,,,,,,
NozzleChange,ON,BeforeComponent,481,Head2,Drop,Station1,PickUp,Station2,
NozzleChange,ON,BeforeComponent,625,Head2,Drop,Station2,PickUp,Station3,
NozzleChange,ON,BeforeComponent,646,Head2,Drop,Station3,PickUp,Station1,
NozzleChange,OFF,BeforeComponent,1,Head1,Drop,Station1,PickUp,Station1,
,,,,,,,,,,,,,
Designator,Comment,Footprint,Mid X(mm),Mid Y(mm) ,Rotation,Head ,FeederNo,Mount Speed(%),Pick Height(mm),Place Height(mm),Mode,Skip
R318,7k32,CN065-0805,93.00,239.80,90.00,1,10,100,0.0,0.7,3,0
R317,7k32,CN065-0805,93.80,243.00,0.00,2,10,100,0.0,0.7,3,0
R57,7k32,CN065-0805,104.50,237.25,0.00,1,10,100,0.0,0.7,3,0
R15,7k32,CN065-0805,101.00,212.25,90.00,2,10,100,0.0,0.7,3,0
R319,7k32,CN065-0805,127.25,122.00,0.00,1,10,100,0.0,0.7,3,0
R125,7k32,CN065-0805,138.28,349.45,90.00,2,10,100,0.0,0.7,3,0
Q80,NMOS,CN065-SOT-,112.75,83.50,90.00,1,8,100,0.0,0.8,3,0
Q79,NMOS,CN065-SOT-,116.75,84.25,-90.00,2,8,100,0.0,0.8,3,0
Q78,NMOS,CN065-SOT-,121.00,85.50,-90.00,1,8,100,0.0,0.8,3,0
Q7,NMOS,CN065-SOT-,118.45,108.25,180.00,2,8,100,0.0,0.8,3,0
Q76,NMOS,CN065-SOT-,125.75,112.25,90.00,1,8,100,0.0,0.8,3,0
Q74,NMOS,CN065-SOT-,125.75,116.25,90.00,2,8,100,0.0,0.8,3,0
Q5,NMOS,CN065-SOT-,127.50,157.00,180.00,1,8,100,0.0,0.8,3,0
Q6,NMOS,CN065-SOT-,127.30,163.80,0.00,2,8,100,0.0,0.8,3,0
Q2,NMOS,CN065-SOT-,132.25,263.00,0.00,1,8,100,0.0,0.8,3,0
Q1,NMOS,CN065-SOT-,145.25,246.00,180.00,2,8,100,0.0,0.8,3,0
Q3,NMOS,CN065-SOT-,75.00,241.75,-90.00,1,8,100,0.0,0.8,3,0
Q4,NMOS,CN065-SOT-,57.50,237.50,90.00,2,8,100,0.0,0.8,3,0
Q73,NMOS,CN065-SOT-,104.00,210.25,0.00,1,8,100,0.0,0.8,3,0
C103,100p,CN065-0805,23.00,37.95,90.00,1,7,100,0.0,0.7,3,0
C48,100p,CN065-0805,21.50,19.25,90.00,2,7,100,0.0,0.7,3,0
C52,100p,CN065-0805,22.61,328.60,90.00,1,7,100,0.0,0.7,3,0
C77,100p,CN065-0805,22.16,311.25,90.00,2,7,100,0.0,0.7,3,0
C93,100p,CN065-0805,21.70,108.75,90.00,1,7,100,0.0,0.7,3,0
C142,100p,CN065-0805,21.75,92.91,90.00,2,7,100,0.0,0.7,3,0
C159,100p,CN065-0805,53.00,275.00,0.00,1,7,100,0.0,0.7,3,0
C160,100p,CN065-0805,53.00,281.50,0.00,2,7,100,0.0,0.7,3,0
C161,100p,CN065-0805,96.60,238.20,0.00,1,7,100,0.0,0.7,3,0
C162,100p,CN065-0805,101.40,243.00,0.00,2,7,100,0.0,0.7,3,0
C172,100p,CN065-0805,98.00,228.25,0.00,1,7,100,0.0,0.7,3,0
C171,100p,CN065-0805,97.50,222.00,0.00,2,7,100,0.0,0.7,3,0
C163,100p,CN065-0805,54.31,225.20,90.00,1,7,100,0.0,0.7,3,0
R265,768R,CN065-0805,26.00,43.75,90.00,1,4,100,0.0,0.7,3,0
R306,768R,CN065-0805,43.75,102.00,0.00,2,4,100,0.0,0.7,3,0
R219,768R,CN065-0805,18.50,222.75,90.00,1,4,100,0.0,0.7,3,0
R172,768R,CN065-0805,27.45,299.50,0.00,2,4,100,0.0,0.7,3,0
R316,768R,CN065-0805,116.25,232.25,0.00,1,4,100,0.0,0.7,3,0
R53,768R,CN065-0805,116.25,237.25,0.00,2,4,100,0.0,0.7,3,0
R33,768R,CN065-0805,89.75,225.00,0.00,1,4,100,0.0,0.7,3,0
R29,768R,CN065-0805,72.00,244.50,90.00,2,4,100,0.0,0.7,3,0
R120,768R,CN065-0805,101.19,234.85,90.00,1,4,100,0.0,0.7,3,0
R126,768R,CN065-0805,131.00,340.96,90.00,2,4,100,0.0,0.7,3,0
R157,1k24,CN065-0805,13.25,275.75,90.00,1,15,100,0.0,0.7,3,0
R158,1k24,CN065-0805,17.24,275.75,90.00,2,15,100,0.0,0.7,3,0
R203,1k24,CN065-0805,20.88,195.35,90.00,1,15,100,0.0,0.7,3,0
R204,1k24,CN065-0805,24.95,195.35,90.00,2,15,100,0.0,0.7,3,0
R159,1k24,CN065-0805,21.46,275.75,90.00,1,15,100,0.0,0.7,3,0
R160,1k24,CN065-0805,25.46,275.75,90.00,2,15,100,0.0,0.7,3,0
R267,1k24,CN065-0805,26.00,47.50,90.00,1,15,100,0.0,0.7,3,0
R308,1k24,CN065-0805,43.75,107.00,0.00,2,15,100,0.0,0.7,3,0
R254,1k24,CN065-0805,28.27,66.70,90.00,1,15,100,0.0,0.7,3,0
R255,1k24,CN065-0805,24.02,66.70,90.00,2,15,100,0.0,0.7,3,0
R252,1k24,CN065-0805,36.27,66.70,90.00,1,15,100,0.0,0.7,3,0
R253,1k24,CN065-0805,32.27,66.70,90.00,2,15,100,0.0,0.7,3,0
R221,1k24,CN065-0805,16.50,217.25,0.00,1,15,100,0.0,0.7,3,0
R202,1k24,CN065-0805,16.75,195.35,90.00,2,15,100,0.0,0.7,3,0
R205,1k24,CN065-0805,29.15,195.35,90.00,2,15,100,0.0,0.7,3,0
R206,1k24,CN065-0805,33.25,195.35,90.00,1,15,100,0.0,0.7,3,0
R161,1k24,CN065-0805,29.75,275.75,90.00,1,15,100,0.0,0.7,3,0
R162,1k24,CN065-0805,33.85,275.75,90.00,2,15,100,0.0,0.7,3,0
R174,1k24,CN065-0805,27.50,297.00,0.00,1,15,100,0.0,0.7,3,0
R291,1k24,CN065-0805,36.90,126.70,0.00,2,15,100,0.0,0.7,3,0
R292,1k24,CN065-0805,36.90,130.80,0.00,1,15,100,0.0,0.7,3,0
R293,1k24,CN065-0805,36.90,134.90,0.00,2,15,100,0.0,0.7,3,0
R294,1k24,CN065-0805,36.90,139.00,0.00,2,15,100,0.0,0.7,3,0
R295,1k24,CN065-0805,36.90,143.10,0.00,1,15,100,0.0,0.7,3,0
R296,1k24,CN065-0805,36.90,147.20,0.00,2,15,100,0.0,0.7,3,0
R297,1k24,CN065-0805,36.90,151.30,0.00,1,15,100,0.0,0.7,3,0
R298,1k24,CN065-0805,36.90,155.40,0.00,2,15,100,0.0,0.7,3,0
R299,1k24,CN065-0805,36.90,159.50,0.00,1,15,100,0.0,0.7,3,0
R300,1k24,CN065-0805,36.90,163.60,0.00,2,15,100,0.0,0.7,3,0
R301,1k24,CN065-0805,36.90,167.70,0.00,1,15,100,0.0,0.7,3,0
R168,1k24,CN065-0805,33.42,323.35,90.00,1,15,100,0.0,0.7,3,0
R167,1k24,CN065-0805,37.47,323.35,90.00,2,15,100,0.0,0.7,3,0
R207,1k24,CN065-0805,37.26,195.35,90.00,1,15,100,0.0,0.7,3,0
R208,1k24,CN065-0805,41.45,195.35,90.00,2,15,100,0.0,0.7,3,0
R251,1k24,CN065-0805,40.52,66.70,90.00,1,15,100,0.0,0.7,3,0
R250,1k24,CN065-0805,44.52,66.70,90.00,2,15,100,0.0,0.7,3,0
R166,1k24,CN065-0805,41.60,323.35,90.00,1,15,100,0.0,0.7,3,0
R165,1k24,CN065-0805,45.68,323.35,90.00,2,15,100,0.0,0.7,3,0
R209,1k24,CN065-0805,45.44,195.35,90.00,1,15,100,0.0,0.7,3,0
R210,1k24,CN065-0805,49.51,195.35,90.00,2,15,100,0.0,0.7,3,0
R164,1k24,CN065-0805,49.85,323.35,90.00,1,15,100,0.0,0.7,3,0
R163,1k24,CN065-0805,53.93,323.35,90.00,2,15,100,0.0,0.7,3,0
R211,1k24,CN065-0805,53.66,195.35,90.00,1,15,100,0.0,0.7,3,0
R212,1k24,CN065-0805,57.76,195.35,90.00,2,15,100,0.0,0.7,3,0
R121,1k24,CN065-0805,57.00,275.75,0.00,1,15,100,0.0,0.7,3,0
R81,1k24,CN065-0805,50.25,270.00,0.00,2,15,100,0.0,0.7,3,0
R46,1k24,CN065-0805,55.10,250.55,0.00,1,15,100,0.0,0.7,3,0
R45,1k24,CN065-0805,58.95,250.55,0.00,2,15,100,0.0,0.7,3,0
R4,1k24,CN065-0805,60.25,226.00,0.00,1,15,100,0.0,0.7,3,0
R12,1k24,CN065-0805,64.25,226.00,0.00,2,15,100,0.0,0.7,3,0
R213,1k24,CN065-0805,61.96,195.35,90.00,1,15,100,0.0,0.7,3,0
R302,1k24,CN065-0805,36.90,171.80,0.00,2,15,100,0.0,0.7,3,0
R256,1k24,CN065-0805,63.91,89.33,0.00,1,15,100,0.0,0.7,3,0
R257,1k24,CN065-0805,63.91,93.58,0.00,2,15,100,0.0,0.7,3,0
R258,1k24,CN065-0805,63.91,97.58,0.00,1,15,100,0.0,0.7,3,0
R259,1k24,CN065-0805,63.91,101.58,0.00,2,15,100,0.0,0.7,3,0
R260,1k24,CN065-0805,63.91,105.73,0.00,1,15,100,0.0,0.7,3,0
R261,1k24,CN065-0805,63.91,109.83,0.00,2,15,100,0.0,0.7,3,0
R44,1k24,CN065-0805,62.85,250.55,0.00,1,15,100,0.0,0.7,3,0
R43,1k24,CN065-0805,66.70,250.55,0.00,2,15,100,0.0,0.7,3,0
R31,1k24,CN065-0805,75.45,225.80,90.00,1,15,100,0.0,0.7,3,0
R28,1k24,CN065-0805,80.50,225.75,90.00,2,15,100,0.0,0.7,3,0
R14,1k24,CN065-0805,68.25,226.00,0.00,1,15,100,0.0,0.7,3,0
R24,1k24,CN065-0805,86.93,226.31,90.00,2,15,100,0.0,0.7,3,0
R25,1k24,CN065-0805,83.75,227.75,0.00,1,15,100,0.0,0.7,3,0
R326,1k24,CN065-0805,93.40,234.00,90.00,2,15,100,0.0,0.7,3,0
R122,1k24,CN065-0805,101.14,238.90,90.00,1,15,100,0.0,0.7,3,0
R108,1k24,CN065-0805,129.89,290.75,90.00,2,15,100,0.0,0.7,3,0
R128,1k24,CN065-0805,128.70,341.00,90.00,1,15,100,0.0,0.7,3,0
R109,1k24,CN065-0805,132.13,306.66,90.00,2,15,100,0.0,0.7,3,0
R110,1k24,CN065-0805,134.13,290.75,90.00,1,15,100,0.0,0.7,3,0
R112,1k24,CN065-0805,138.38,290.75,90.00,2,15,100,0.0,0.7,3,0
R111,1k24,CN065-0805,137.14,306.66,90.00,1,15,100,0.0,0.7,3,0
R113,1k24,CN065-0805,142.15,306.81,90.00,2,15,100,0.0,0.7,3,0
R114,1k24,CN065-0805,142.66,290.75,90.00,1,15,100,0.0,0.7,3,0
R116,1k24,CN065-0805,146.93,290.75,90.00,2,15,100,0.0,0.7,3,0
R3,1k24,CN065-0805,150.25,264.59,0.00,1,15,100,0.0,0.7,3,0
R2,1k24,CN065-0805,150.25,267.15,0.00,2,15,100,0.0,0.7,3,0
R1,1k24,CN065-0805,150.25,269.65,0.00,1,15,100,0.0,0.7,3,0
R5,1k24,CN065-0805,151.00,246.16,90.00,2,15,100,0.0,0.7,3,0
R115,1k24,CN065-0805,147.15,306.72,90.00,1,15,100,0.0,0.7,3,0
R117,1k24,CN065-0805,152.15,306.92,90.00,2,15,100,0.0,0.7,3,0
R118,1k24,CN065-0805,151.65,290.80,90.00,1,15,100,0.0,0.7,3,0
R119,1k24,CN065-0805,154.86,290.84,90.00,2,15,100,0.0,0.7,3,0
R60,1k24,CN065-0805,131.00,75.09,0.00,1,15,100,0.0,0.7,3,0
R20,71k5,CN065-0805,141.00,267.75,90.00,1,1,100,0.0,0.7,3,0
R21,71k5,CN065-0805,145.94,267.75,90.00,2,1,100,0.0,0.7,3,0
R323,71k5,CN065-0805,63.50,262.00,0.00,1,1,100,0.0,0.7,3,0
R324,71k5,CN065-0805,55.50,261.75,0.00,2,1,100,0.0,0.7,3,0
R6,71k5,CN065-0805,144.25,264.56,0.00,1,1,100,0.0,0.7,3,0
R66,71k5,CN065-0805,110.25,234.10,90.00,2,1,100,0.0,0.7,3,0
R80,71k5,CN065-0805,48.25,217.75,0.00,1,1,100,0.0,0.7,3,0
L2,1uH,CN065-0806,57.00,52.75,90.00,1,39,100,0.0,0.8,3,0
L3,1uH,CN065-0806,54.00,52.75,90.00,2,39,100,0.0,0.8,3,0
U1,AP63205,CN065-TSOT,133.09,51.13,180.00,1,41,100,0.0,1.0,3,0
U4,LT1797,CN065-TSOT,108.35,229.65,-90.00,2,40,100,0.0,0.9,3,0
C151,68n,CN065-1206,42.00,12.25,0.00,1,38,100,0.0,1.9,3,0
C31,68n,CN065-1206,135.75,35.00,0.00,2,38,100,0.0,1.9,3,0
D5,Zener,CN065-SOD-,127.50,65.75,180.00,1,37,100,0.0,1.0,3,0
D10,LED,CN065-0805,8.50,47.25,90.00,1,5,100,0.0,0.9,3,0
D17,LED,CN065-805,43.21,98.75,180.00,2,5,100,0.0,0.9,3,0
D9,LED,CN065-805,17.25,226.25,0.00,1,5,100,0.0,0.9,3,0
D8,LED,CN065-805,24.25,292.75,90.00,2,5,100,0.0,0.9,3,0
D15,LED,CN065-805,137.75,65.50,-90.00,1,5,100,0.0,0.9,3,0
D14,LED,CN065-805,155.00,124.75,-90.00,2,5,100,0.0,0.9,3,0
D3,LED,CN065-0805,154.25,261.50,0.00,1,5,100,0.0,0.9,3,0
D2,LED,CN065-0805,154.25,265.50,0.00,2,5,100,0.0,0.9,3,0
D1,LED,CN065-0805,154.25,269.50,0.00,1,5,100,0.0,0.9,3,0
D4,LED,CN065-805,154.25,245.50,0.00,2,5,100,0.0,0.9,3,0
D7,LED,CN065-0805,141.00,349.00,-90.00,1,5,100,0.0,0.9,3,0
R224,5M1,CN065-1206,19.50,36.25,0.00,1,6,100,0.0,0.6,3,0
R222,5M1,CN065-1206,14.25,36.25,0.00,2,6,100,0.0,0.6,3,0
R310,5M1,CN065-1206,18.00,91.50,0.00,1,6,100,0.0,0.6,3,0
R309,5M1,CN065-1206,12.75,91.50,0.00,2,6,100,0.0,0.6,3,0
R215,5M1,CN065-1206,18.00,110.25,0.00,1,6,100,0.0,0.6,3,0
R214,5M1,CN065-1206,12.75,110.25,0.00,2,6,100,0.0,0.6,3,0
R176,5M1,CN065-1206,18.25,310.25,0.00,1,6,100,0.0,0.6,3,0
R175,5M1,CN065-1206,13.25,310.25,0.00,2,6,100,0.0,0.6,3,0
R129,5M1,CN065-1206,19.00,330.20,0.00,1,6,100,0.0,0.6,3,0
R131,5M1,CN065-1206,13.75,330.20,0.00,2,6,100,0.0,0.6,3,0
R130,5M1,CN065-1206,13.75,18.25,90.00,1,6,100,0.0,0.6,3,0
C150,22n,CN065-1206,33.50,15.25,90.00,1,9,100,0.0,1.4,3,0
C152,22n,CN065-1206,42.00,15.25,0.00,2,9,100,0.0,1.4,3,0
C188,22n,CN065-1206,42.75,20.75,90.00,1,9,100,0.0,1.4,3,0
C148,22n,CN065-1206,33.50,21.50,90.00,2,9,100,0.0,1.4,3,0
C95,22n,CN065-1206,8.50,33.00,0.00,1,9,100,0.0,1.4,3,0
C96,22n,CN065-1206,8.50,30.00,0.00,2,9,100,0.0,1.4,3,0
C187,22n,CN065-1206,38.75,22.75,0.00,1,9,100,0.0,1.4,3,0
C33,22n,CN065-1206,150.25,103.00,0.00,2,9,100,0.0,1.4,3,0
C140,22n,CN065-1206,6.75,99.00,0.00,1,9,100,0.0,1.4,3,0
C141,22n,CN065-1206,6.75,96.00,0.00,2,9,100,0.0,1.4,3,0
C92,22n,CN065-1206,6.75,102.75,0.00,1,9,100,0.0,1.4,3,0
C78,22n,CN065-1206,6.75,105.75,0.00,2,9,100,0.0,1.4,3,0
C72,22n,CN065-1206,7.00,316.00,0.00,1,9,100,0.0,1.4,3,0
C71,22n,CN065-1206,7.00,319.00,0.00,2,9,100,0.0,1.4,3,0
C55,22n,CN065-1206,7.00,322.50,0.00,1,9,100,0.0,1.4,3,0
C56,22n,CN065-1206,7.00,325.50,0.00,2,9,100,0.0,1.4,3,0
C18,22u,CN140-1210,127.56,54.84,0.00,2,3,100,0.0,2.6,1,0
C8,22u,CN140-1210,132.65,57.20,0.00,2,3,100,0.0,2.6,1,0
R77,100k,CN065-0805,146.50,77.25,90.00,1,2,100,0.0,0.7,3,0
C17,22u,CN140-1210,127.50,62.11,0.00,2,3,100,0.0,2.6,1,0
R75,100k,CN065-0805,155.50,77.50,90.00,1,2,100,0.0,0.7,3,0
C26,22u,CN140-1210,114.05,101.20,0.00,2,3,100,0.0,2.6,1,0
R74,100k,CN065-0805,152.75,77.50,90.00,1,2,100,0.0,0.7,3,0
C143,22u,CN140-1210,106.00,215.25,0.00,2,3,100,0.0,2.6,1,0
R79,100k,CN065-0805,149.25,77.25,90.00,1,2,100,0.0,0.7,3,0
C19,22u,CN140-1210,127.53,58.37,0.00,2,3,100,0.0,2.6,1,0
R67,100k,CN065-0805,105.40,229.69,90.00,1,2,100,0.0,0.7,3,0
C153,22u,CN140-1210,107.65,95.00,90.00,2,3,100,0.0,2.6,1,0
R22,100k,CN065-0805,131.75,250.50,0.00,1,2,100,0.0,0.7,3,0
C146,22u,CN140-1210,56.25,58.50,90.00,2,3,100,0.0,2.6,1,0
R27,100k,CN065-0805,136.00,267.75,90.00,1,2,100,0.0,0.7,3,0
C23,22u,CN140-1210,55.50,48.75,0.00,2,3,100,0.0,2.6,1,0
R32,100k,CN065-0805,140.25,264.50,0.00,1,2,100,0.0,0.7,3,0
C25,22u,CN140-1210,41.00,37.75,90.00,2,3,100,0.0,2.6,1,0
R127,10k,CN065-0805,143.14,340.08,90.00,1,16,100,0.0,0.7,3,0
Q20,NPN,CN140-SOT-,131.50,347.00,180.00,2,21,100,0.0,1.7,3,0
R341,20R,CN065-805,5.75,330.25,0.00,1,17,100,0.0,0.7,3,0
R143,75R,CN140-2010,34.35,332.85,90.00,2,18,100,0.0,0.7,3,0
TH2,THERM,CN065-0805,30.00,325.50,90.00,1,24,100,0.0,1.1,3,0
R138,75R,CN140-2010,54.85,332.85,90.00,2,18,100,0.0,0.7,3,0
R356,20R,CN065-805,11.65,336.60,90.00,1,17,100,0.0,0.7,3,0
R139,75R,CN140-2010,50.75,332.85,90.00,2,18,100,0.0,0.7,3,0
R342,20R,CN065-0805,5.75,332.75,0.00,1,17,100,0.0,0.7,3,0
R140,75R,CN140-2010,46.65,332.85,90.00,2,18,100,0.0,0.7,3,0
R173,10k,CN065-0805,27.00,315.25,90.00,1,16,100,0.0,0.7,3,0
R141,75R,CN140-2010,42.55,332.85,90.00,2,18,100,0.0,0.7,3,0
R343,20R,CN065-0805,5.50,311.50,0.00,1,17,100,0.0,0.7,3,0
R142,75R,CN140-2010,38.45,332.85,90.00,2,18,100,0.0,0.7,3,0
R344,20R,CN065-805,5.50,309.00,0.00,1,17,100,0.0,0.7,3,0
Q33,NPN,CN140-SOT-,21.50,300.25,-90.00,2,21,100,0.0,1.7,3,0
R359,20R,CN065-805,30.50,261.00,90.00,1,17,100,0.0,0.7,3,0
R132,75R,CN140-2010,12.55,266.25,90.00,2,18,100,0.0,0.7,3,0
R314,20R,CN065-0805,53.00,278.25,0.00,1,17,100,0.0,0.7,3,0
R133,75R,CN140-2010,16.65,266.25,90.00,2,18,100,0.0,0.7,3,0
R220,10k,CN065-0805,29.00,228.50,0.00,1,16,100,0.0,0.7,3,0
Q46,NPN,CN140-SOT-,23.50,229.25,90.00,2,21,100,0.0,1.7,3,0
R58,10k,CN065-0805,60.25,231.00,0.00,1,16,100,0.0,0.7,3,0
R134,75R,CN140-2010,20.75,266.25,90.00,2,18,100,0.0,0.7,3,0
R48,10k,CN065-0805,64.25,231.00,0.00,1,16,100,0.0,0.7,3,0
R135,75R,CN140-2010,24.85,266.25,90.00,2,18,100,0.0,0.7,3,0
R30,20R,CN065-0805,71.00,241.50,0.00,1,17,100,0.0,0.7,3,0
R136,75R,CN140-2010,28.95,266.25,90.00,2,18,100,0.0,0.7,3,0
R34,10k,CN065-0805,96.75,263.75,90.00,1,16,100,0.0,0.7,3,0
R137,75R,CN140-2010,33.05,266.25,90.00,2,18,100,0.0,0.7,3,0
TH1,THERM,CN065-0805,154.50,276.25,0.00,1,24,100,0.0,1.1,3,0
R94,75R,CN140-2010,154.50,281.00,90.00,2,18,100,0.0,0.7,3,0
R13,10k,CN065-0805,148.50,246.08,90.00,1,16,100,0.0,0.7,3,0
R93,75R,CN140-2010,150.50,281.00,90.00,2,18,100,0.0,0.7,3,0
R18,10k,CN065-0805,133.50,267.75,90.00,1,16,100,0.0,0.7,3,0
R92,75R,CN140-2010,151.50,296.50,90.00,2,18,100,0.0,0.7,3,0
R55,10k,CN065-0805,112.50,237.25,0.00,1,16,100,0.0,0.7,3,0
R90,75R,CN140-2010,146.50,296.50,90.00,2,18,100,0.0,0.7,3,0
R51,10k,CN065-0805,116.25,229.75,0.00,1,16,100,0.0,0.7,3,0
R88,75R,CN140-2010,141.50,296.50,90.00,2,18,100,0.0,0.7,3,0
R56,10k,CN065-0805,108.50,237.25,0.00,1,16,100,0.0,0.7,3,0
R86,75R,CN140-2010,136.50,296.50,90.00,2,18,100,0.0,0.7,3,0
R52,10k,CN065-0805,112.25,226.75,90.00,1,16,100,0.0,0.7,3,0
R84,75R,CN140-2010,131.50,296.50,90.00,2,18,100,0.0,0.7,3,0
D11,1N4148,CN065-SOD-,127.80,169.40,90.00,1,23,100,0.0,1.0,3,0
R91,75R,CN140-2010,146.50,281.00,90.00,2,18,100,0.0,0.7,3,0
D12,1N4148,CN065-SOD-,124.80,169.40,90.00,1,23,100,0.0,1.0,3,0
R87,75R,CN140-2010,138.50,281.00,90.00,2,18,100,0.0,0.7,3,0
D16,1N4148,CN065-SOD-,105.25,207.00,180.00,1,23,100,0.0,1.0,3,0
R85,75R,CN140-2010,134.50,281.00,90.00,2,18,100,0.0,0.7,3,0
R334,20R,CN065-805,98.50,224.50,0.00,1,17,100,0.0,0.7,3,0
R89,75R,CN140-2010,142.55,280.90,90.00,2,18,100,0.0,0.7,3,0
R312,10k,CN065-0805,93.40,225.00,0.00,1,16,100,0.0,0.7,3,0
R83,75R,CN140-2010,130.50,281.00,90.00,2,18,100,0.0,0.7,3,0
TH3,THERM,CN065-0805,15.80,180.40,90.00,1,24,100,0.0,1.1,3,0
R184,75R,CN140-2010,44.75,185.85,90.00,2,18,100,0.0,0.7,3,0
R36,10k,CN065-0805,83.75,232.75,0.00,1,16,100,0.0,0.7,3,0
R188,75R,CN140-2010,63.00,187.25,0.00,2,18,100,0.0,0.7,3,0
R35,10k,CN065-0805,87.75,232.00,0.00,1,16,100,0.0,0.7,3,0
R187,75R,CN140-2010,57.05,185.85,90.00,2,18,100,0.0,0.7,3,0
R19,10k,CN065-0805,68.25,231.00,0.00,1,16,100,0.0,0.7,3,0
R186,75R,CN140-2010,52.95,185.85,90.00,2,18,100,0.0,0.7,3,0
R37,10k,CN065-0805,79.75,229.00,0.00,1,16,100,0.0,0.7,3,0
R185,75R,CN140-2010,48.85,185.85,90.00,2,18,100,0.0,0.7,3,0
R38,10k,CN065-0805,75.75,229.00,0.00,1,16,100,0.0,0.7,3,0
R183,75R,CN140-2010,40.65,185.85,90.00,2,18,100,0.0,0.7,3,0
R266,10k,CN065-0805,26.00,51.25,90.00,1,16,100,0.0,0.7,3,0
Q59,NPN,CN140-SOT-,35.25,50.25,0.00,2,21,100,0.0,1.7,3,0
TH5,THERM,CN065-0805,43.50,119.75,0.00,1,24,100,0.0,1.1,3,0
R236,75R,CN140-2010,73.41,109.13,0.00,2,18,100,0.0,0.7,3,0
R340,20R,CN065-0805,9.50,23.00,0.00,1,17,100,0.0,0.7,3,0
R225,75R,CN140-2010,45.32,76.20,90.00,2,18,100,0.0,0.7,3,0
R350,20R,CN065-0805,6.25,27.50,0.00,1,17,100,0.0,0.7,3,0
R230,75R,CN140-2010,24.82,76.20,90.00,2,18,100,0.0,0.7,3,0
R339,20R,CN065-0805,9.50,25.50,0.00,1,17,100,0.0,0.7,3,0
R226,75R,CN140-2010,41.22,76.20,90.00,2,18,100,0.0,0.7,3,0
R349,20R,CN065-0805,6.50,35.75,0.00,1,17,100,0.0,0.7,3,0
R229,75R,CN140-2010,28.92,76.20,90.00,2,18,100,0.0,0.7,3,0
R353,20R,CN065-0805,5.50,88.50,0.00,1,17,100,0.0,0.7,3,0
R228,75R,CN140-2010,33.02,76.20,90.00,2,18,100,0.0,0.7,3,0
R352,20R,CN065-805,5.50,91.00,0.00,1,17,100,0.0,0.7,3,0
Q72,NPN,CN140-SOT-,36.75,96.00,-90.00,2,21,100,0.0,1.7,3,0
R347,20R,CN065-0805,5.50,110.50,0.00,1,17,100,0.0,0.7,3,0
R227,75R,CN140-2010,37.12,76.20,90.00,2,18,100,0.0,0.7,3,0
R346,20R,CN065-805,5.50,113.00,0.00,1,17,100,0.0,0.7,3,0
R62,75R,CN140-2010,46.40,125.90,0.00,2,18,100,0.0,0.7,3,0
TH4,THERM,CN065-0805,48.30,76.40,90.00,1,24,100,0.0,1.1,3,0
R231,75R,CN140-2010,73.41,88.63,0.00,2,18,100,0.0,0.7,3,0
R307,10k,CN065-0805,29.00,95.50,90.00,1,16,100,0.0,0.7,3,0
R232,75R,CN140-2010,73.41,92.73,0.00,2,18,100,0.0,0.7,3,0
R361,10k,CN065-0805,99.00,80.00,90.00,1,16,100,0.0,0.7,3,1
R234,75R,CN140-2010,73.41,100.93,0.00,2,18,100,0.0,0.7,3,0
D13,1N4148,CN065-SOD-,115.00,105.80,-90.00,1,23,100,0.0,1.0,3,0
R235,75R,CN140-2010,73.41,105.03,0.00,2,18,100,0.0,0.7,3,0
R49,10k,CN065-0805,121.75,108.25,90.00,1,16,100,0.0,0.7,3,0
R64,75R,CN140-2010,46.40,130.00,0.00,2,18,100,0.0,0.7,3,0
R320,10k,CN065-0805,127.25,119.50,0.00,1,16,100,0.0,0.7,3,0
R268,75R,CN140-2010,46.40,134.10,0.00,2,18,100,0.0,0.7,3,0
R61,10k,CN065-0805,139.00,71.00,0.00,1,16,100,0.0,0.7,3,0
R269,75R,CN140-2010,46.40,138.20,0.00,2,18,100,0.0,0.7,3,0
R327,20R,CN065-805,134.50,62.50,0.00,1,17,100,0.0,0.7,3,0
R270,75R,CN140-2010,46.40,142.30,0.00,2,18,100,0.0,0.7,3,0
R335,10k,CN065-0805,137.00,42.50,90.00,1,16,100,0.0,0.7,3,0
R271,75R,CN140-2010,46.40,146.40,0.00,2,18,100,0.0,0.7,3,0
R69,10k,CN065-0805,137.00,38.50,90.00,1,16,100,0.0,0.7,3,0
R272,75R,CN140-2010,46.40,150.50,0.00,2,18,100,0.0,0.7,3,0
R70,10k,CN065-0805,134.50,38.50,90.00,1,16,100,0.0,0.7,3,0
R273,75R,CN140-2010,46.40,154.60,0.00,2,18,100,0.0,0.7,3,0
R315,10k,CN065-0805,130.75,31.25,0.00,1,16,100,0.0,0.7,3,0
R274,75R,CN140-2010,46.40,158.70,0.00,2,18,100,0.0,0.7,3,0
R72,10k,CN065-0805,137.00,30.75,90.00,1,16,100,0.0,0.7,3,0
R275,75R,CN140-2010,46.40,162.80,0.00,2,18,100,0.0,0.7,3,0
R336,10k,CN065-0805,134.50,30.75,90.00,1,16,100,0.0,0.7,3,0
